Employee_Id,Full_Name,Gender,Age,Gender,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status
EMP000497,Johnny Khan,Male,26,,Master's,07/01/2021,,Store Operations,Cashier,Entry,Full-time,27836.56,San Jose,37.3382,-121.8863,STR009,EMP000053,Rebecca Valencia,Manager
EMP000498,Julie Herrera,Male,31,,High School,22/11/2020,11/09/2023,Store Operations,Sales Associate,Associate,Seasonal,11573.13,Philadelphia,39.9526,-75.1652,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000499,Jessica Khan,Female,31,,Bachelor's,06/08/2019,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49615.92,Portland,45.5152,-122.6784,STR013,EMP002493,Eric Williams,Manager
EMP000500,Pamela Diaz,Female,29,,Master's,30/01/2019,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49793.16,San Antonio,29.4241,-98.4936,STR139,EMP000240,Briana Murray,Manager
EMP000501,Kelly Lee,Female,35,,Some College,23/11/2021,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,45472.43,Las Vegas,36.1699,-115.1398,STR009,EMP000520,Michael Johnson,Manager
EMP000502,Angel Gordon,Female,36,,Bachelor's,19/07/2021,11/06/2022,Store Operations,Cashier,Entry,Full-time,27360.96,Portland,45.5152,-122.6784,STR080,EMP000767,Tamara Riddle,Manager
EMP000503,Diana Hays,Female,39,,Master's,20/04/2021,,Store Operations,Sales Associate,Associate,Full-time,31714.33,San Antonio,29.4241,-98.4936,STR072,EMP001026,Brandon Kelly,Manager
EMP000504,Barbara Hester,Female,21,,Master's,09/04/2021,,Store Operations,Sales Associate,Associate,Part-time,22659.32,Louisville,38.2527,-85.7585,STR129,EMP001224,Raymond Quinn,Manager
EMP000505,Robert Morgan,Male,35,,Master's,23/11/2019,,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,27162.58,Seattle,47.6062,-122.3321,STR150,EMP001447,Sonya Jackson,Manager
EMP000506,Nicole Gonzalez,Male,41,,Bachelor's,17/12/2021,,Store Operations,Sales Associate,Associate,Full-time,29951.4,Las Vegas,36.1699,-115.1398,STR003,EMP001680,Zachary Santiago,Manager
EMP000507,Kathryn Williams,Male,30,,Bachelor's,21/12/2021,,Store Operations,Cashier,Entry,Full-time,31109.27,Charlotte,35.2271,-80.8431,STR016,EMP002585,Kara Rogers,Senior Manager
EMP000508,Gary Wells,Male,27,,Bachelor's,26/06/2019,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47338.06,Boston,42.3601,-71.0589,STR069,EMP002163,Mr. William Ward,Manager
EMP000509,Larry Robertson,Male,29,,Some College,07/05/2021,,Store Operations,Cashier,Entry,Full-time,31498,Boston,42.3601,-71.0589,STR127,EMP002827,Amanda Wright,Manager
EMP000510,Louis Martin,Male,41,,High School,17/07/2021,,Store Operations,Sales Associate,Associate,Full-time,36708.63,Seattle,47.6062,-122.3321,STR054,EMP001131,Michelle Walls,Executive
EMP000511,Nancy Evans MD,Male,27,,Some College,12/09/2021,,Store Operations,Cashier,Entry,Part-time,16880.49,Boston,42.3601,-71.0589,STR068,EMP002684,David James,Senior Manager
EMP000512,Kim Erickson,Male,33,,Some College,02/01/2021,13/11/2022,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,24764.19,Nashville,36.1627,-86.7816,STR039,EMP002456,Jennifer Moore,Executive
EMP000513,Robert Richardson,Male,47,,Master's,10/06/2013,,Store Operations,Cashier,Entry,Full-time,31327.28,Phoenix,33.4484,-112.074,STR002,EMP001305,Tina Walter,Senior Manager
EMP000514,Veronica Silva,Female,41,,High School,13/09/2020,,Store Operations,Cashier,Entry,Full-time,30660.64,Austin,30.2672,-97.7431,STR081,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000515,Molly Watts,Male,33,,High School,13/05/2021,,Store Operations,Cashier,Entry,Full-time,22452.19,Memphis,35.1495,-90.049,STR114,EMP002712,Scott Meza,Senior Manager
EMP000516,John Coffey,Male,37,,Bachelor's,04/07/2019,,Store Operations,Sales Associate,Associate,Full-time,28316.4,San Jose,37.3382,-121.8863,STR075,EMP002436,Miranda Murray,Senior Manager
EMP000517,Paula Lane,Female,47,,Master's,04/01/2012,,Store Operations,Cashier,Entry,Part-time,15458.78,Phoenix,33.4484,-112.074,STR037,EMP000053,Rebecca Valencia,Manager
EMP000518,Lauren Jackson,Female,34,,Some College,12/09/2013,,Store Operations,Cashier,Entry,Part-time,18063.32,Louisville,38.2527,-85.7585,STR114,EMP002712,Scott Meza,Senior Manager
EMP000519,Lisa Randall,Female,30,,PhD,24/10/2020,16/08/2021,Store Operations,Cashier,Entry,Full-time,31872.76,Jacksonville,30.3322,-81.6557,STR055,EMP000121,Jamie Walton,Manager
EMP000520,Michael Johnson,Male,25,,Bachelor's,06/02/2020,,Store Operations,Store Manager,Manager,Full-time,59512.51,Austin,30.2672,-97.7431,STR106,EMP002684,David James,Senior Manager
EMP000521,Ashley Smith,Female,31,,Master's,14/09/2021,,Store Operations,Cashier,Entry,Full-time,27941.31,Denver,39.7392,-104.9903,STR053,EMP000240,Briana Murray,Manager
EMP000522,Christian Vaughn,Male,45,,Bachelor's,04/11/2020,03/07/2024,Store Operations,Sales Associate,Associate,Seasonal,13028.28,Boston,42.3601,-71.0589,STR100,EMP000520,Michael Johnson,Manager
EMP000523,Reginald Knapp,Male,38,,Some College,28/04/2017,19/08/2017,Store Operations,Cashier,Entry,Part-time,19019.49,San Diego,32.7157,-117.1611,STR075,EMP000767,Tamara Riddle,Manager
EMP000524,Nancy Brown,Male,23,,High School,01/10/2020,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47631.78,Charlotte,35.2271,-80.8431,STR033,EMP001026,Brandon Kelly,Manager
EMP000525,Daniel Nguyen,Male,21,,High School,20/01/2021,21/04/2023,Store Operations,Sales Associate,Associate,Part-time,22835.97,New York,40.7128,-74.006,STR022,EMP001224,Raymond Quinn,Manager
EMP000526,Kelly Edwards,Female,27,,Bachelor's,03/07/2021,,Store Operations,Cashier,Entry,Contractor,29355.62,Philadelphia,39.9526,-75.1652,STR130,EMP001447,Sonya Jackson,Manager
EMP000527,Thomas Peterson,Male,45,,Bachelor's,22/11/2019,,Store Operations,Cashier,Entry,Full-time,26148.2,Jacksonville,30.3322,-81.6557,STR150,EMP001680,Zachary Santiago,Manager
EMP000528,Raymond Le,Male,37,,Bachelor's,15/04/2020,,Store Operations,Cashier,Entry,Full-time,24734.07,Fort Worth,32.7555,-97.3308,STR009,EMP002163,Mr. William Ward,Manager
EMP000529,Melissa Bishop,Female,32,,High School,09/10/2017,,Store Operations,Regional Operations Manager,Senior_Manager,Full-time,82255.02,Houston,29.7604,-95.3698,STR133,EMP002456,Jennifer Moore,Executive
EMP000530,David Grant,Male,32,,High School,21/07/2019,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47970.84,Detroit,42.3314,-83.0458,STR024,EMP002493,Eric Williams,Manager
EMP000531,William Evans,Male,34,,Bachelor's,29/11/2021,,Store Operations,Cashier,Entry,Full-time,30129.01,Los Angeles,34.0522,-118.2437,STR064,EMP002827,Amanda Wright,Manager
EMP000532,Daniel Bush,Male,42,,Master's,07/03/2018,,Store Operations,Cashier,Entry,Part-time,19198.31,Boston,42.3601,-71.0589,STR048,EMP001131,Michelle Walls,Executive
EMP000533,Gregory Peck,Male,37,,Bachelor's,18/11/2020,,Store Operations,Cashier,Entry,Full-time,31966.37,San Diego,32.7157,-117.1611,STR028,EMP002456,Jennifer Moore,Executive
EMP000534,Denise Martinez,Female,35,,Master's,21/06/2021,,Store Operations,Cashier,Entry,Full-time,27554.32,Chicago,41.8781,-87.6298,STR069,EMP000529,Melissa Bishop,Senior Manager
EMP000535,Jamie Baird,Male,34,,Bachelor's,21/04/2021,,Store Operations,Sales Associate,Associate,Full-time,37227.85,Chicago,41.8781,-87.6298,STR121,EMP002436,Miranda Murray,Senior Manager
EMP000536,Tina Ballard,Female,32,,Bachelor's,01/01/2020,,Store Operations,Sales Associate,Associate,Full-time,39337.19,Los Angeles,34.0522,-118.2437,STR061,EMP001305,Tina Walter,Senior Manager
EMP000537,Dwayne Klein,Male,28,,Some College,04/04/2018,,Store Operations,Cashier,Entry,Part-time,18297.88,Phoenix,33.4484,-112.074,STR057,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000538,Jeremy Scott,Male,22,,Master's,29/04/2021,,Store Operations,Sales Associate,Associate,Part-time,18580.91,San Diego,32.7157,-117.1611,STR069,EMP002585,Kara Rogers,Senior Manager
EMP000539,Dale Ryan,Male,39,,High School,05/05/2021,17/01/2024,Store Operations,Cashier,Entry,Part-time,15903.26,Boston,42.3601,-71.0589,STR112,EMP002684,David James,Senior Manager
EMP000540,Melissa Taylor,Female,35,,High School,14/01/2021,02/07/2024,Store Operations,Cashier,Entry,Full-time,23291.59,Phoenix,33.4484,-112.074,STR074,EMP000053,Rebecca Valencia,Manager
EMP000541,Laurie Sanchez,Male,23,,Bachelor's,13/05/2019,,Store Operations,Cashier,Entry,Full-time,31540.51,Columbus,39.9612,-82.9988,STR145,EMP000121,Jamie Walton,Manager
EMP000542,Kiara Little,Female,29,,Some College,30/01/2020,,Store Operations,Cashier,Entry,Full-time,28061.75,New York,40.7128,-74.006,STR033,EMP000240,Briana Murray,Manager
EMP000543,Jason Love,Male,39,,Master's,08/10/2016,,Store Operations,Sales Associate,Associate,Full-time,30743.71,Denver,39.7392,-104.9903,STR088,EMP000520,Michael Johnson,Manager
EMP000544,Randy Smith,Male,32,,Bachelor's,23/02/2021,,Store Operations,Cashier,Entry,Full-time,28717.01,Denver,39.7392,-104.9903,STR021,EMP000767,Tamara Riddle,Manager
EMP000545,Tanya Russell,Female,23,,High School,16/02/2019,,Store Operations,Cashier,Entry,Full-time,28181.28,Philadelphia,39.9526,-75.1652,STR103,EMP001026,Brandon Kelly,Manager
EMP000546,Sherry Woods,Male,31,,Bachelor's,01/02/2020,,Store Operations,Cashier,Entry,Full-time,25581.63,San Jose,37.3382,-121.8863,STR046,EMP001224,Raymond Quinn,Manager
EMP000547,Victor Morris,Male,21,,High School,18/09/2021,,Store Operations,Sales Associate,Associate,Part-time,17617.61,Dallas,32.7767,-96.797,STR116,EMP001447,Sonya Jackson,Manager
EMP000548,Susan Davis,Male,40,,High School,06/02/2012,,Store Operations,Cashier,Entry,Full-time,28715.73,Denver,39.7392,-104.9903,STR092,EMP001680,Zachary Santiago,Manager
EMP000549,Kimberly Sharp,Male,21,,Bachelor's,23/08/2021,02/03/2023,Store Operations,Sales Associate,Associate,Part-time,20546.22,Boston,42.3601,-71.0589,STR108,EMP002163,Mr. William Ward,Manager
EMP000550,Susan Thompson,Male,35,,High School,09/11/2017,,Store Operations,Sales Associate,Associate,Full-time,37267.82,Boston,42.3601,-71.0589,STR139,EMP002493,Eric Williams,Manager
EMP000551,Casey Gillespie,Male,35,,Bachelor's,02/08/2021,,Store Operations,Cashier,Entry,Full-time,27201.64,Baltimore,39.2904,-76.6122,STR015,EMP002827,Amanda Wright,Manager
EMP000552,Jennifer Simpson DVM,Male,23,,Some College,17/05/2021,06/02/2022,Store Operations,Sales Associate,Associate,Full-time,38226.18,New York,40.7128,-74.006,STR121,EMP002436,Miranda Murray,Senior Manager
EMP000553,Tammy Mcdowell,Male,24,,High School,15/08/2021,,Store Operations,Cashier,Entry,Full-time,27519.07,San Antonio,29.4241,-98.4936,STR143,EMP001131,Michelle Walls,Executive
EMP000554,Keith Rodriguez,Male,22,,High School,03/12/2020,,Store Operations,Sales Associate,Associate,Full-time,34731.26,Memphis,35.1495,-90.049,STR027,EMP002456,Jennifer Moore,Executive
EMP000555,Mrs. Virginia Daniels,Male,28,,Bachelor's,15/06/2016,25/07/2024,Store Operations,Sales Associate,Associate,Full-time,38519.84,Boston,42.3601,-71.0589,STR139,EMP000529,Melissa Bishop,Senior Manager
EMP000556,Todd Rosales MD,Male,36,,High School,06/08/2018,,Store Operations,Sales Associate,Associate,Part-time,19705.08,San Diego,32.7157,-117.1611,STR100,EMP001305,Tina Walter,Senior Manager
EMP000557,Brian Martin,Male,25,,High School,30/06/2018,,Store Operations,Cashier,Entry,Full-time,23340.15,Boston,42.3601,-71.0589,STR053,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000558,David Lopez,Male,29,,High School,21/06/2020,,Store Operations,Cashier,Entry,Full-time,22287.83,San Diego,32.7157,-117.1611,STR148,EMP001305,Tina Walter,Senior Manager
EMP000559,Rachel Bradley,Male,33,,Bachelor's,18/01/2019,,Store Operations,Cashier,Entry,Full-time,29551.37,San Antonio,29.4241,-98.4936,STR116,EMP002585,Kara Rogers,Senior Manager
EMP000560,Casey Chase,Male,23,,Master's,06/02/2021,,Store Operations,Cashier,Entry,Full-time,28203.1,San Jose,37.3382,-121.8863,STR123,EMP002827,Amanda Wright,Manager
EMP000561,Samantha Robertson,Female,22,,Bachelor's,24/08/2020,,Store Operations,Cashier,Entry,Part-time,17424.48,Los Angeles,34.0522,-118.2437,STR123,EMP002827,Amanda Wright,Manager
EMP000562,Michael Lopez,Male,34,,High School,18/01/2018,,Store Operations,Sales Associate,Associate,Full-time,30555.57,Fort Worth,32.7555,-97.3308,STR111,EMP002684,David James,Senior Manager
EMP000563,Franklin Wright,Male,37,,High School,29/06/2021,,Store Operations,Sales Associate,Associate,Full-time,29636.46,San Antonio,29.4241,-98.4936,STR137,EMP002712,Scott Meza,Senior Manager
EMP000564,David Molina,Male,48,,High School,04/01/2012,,Store Operations,Cashier,Entry,Full-time,22145.45,San Antonio,29.4241,-98.4936,STR046,EMP000053,Rebecca Valencia,Manager
EMP000565,Elizabeth Sharp,Female,27,,Master's,20/09/2020,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40258.81,Baltimore,39.2904,-76.6122,STR127,EMP000121,Jamie Walton,Manager
EMP000566,Matthew Schwartz,Male,41,,Bachelor's,03/03/2021,,Store Operations,Sales Associate,Associate,Part-time,21047.41,Nashville,36.1627,-86.7816,STR085,EMP000240,Briana Murray,Manager
EMP000567,Bryan Parker,Male,21,,Some College,26/10/2021,02/03/2024,Store Operations,Cashier,Entry,Full-time,25922.44,Las Vegas,36.1699,-115.1398,STR138,EMP000520,Michael Johnson,Manager
EMP000568,Jonathan Jacobson,Male,37,,High School,21/10/2020,,Store Operations,Cashier,Entry,Full-time,26374.75,Austin,30.2672,-97.7431,STR035,EMP000767,Tamara Riddle,Manager
EMP000569,Emily Wilson,Male,33,,High School,31/10/2020,,Store Operations,Sales Associate,Associate,Contractor,42734.89,San Jose,37.3382,-121.8863,STR007,EMP001026,Brandon Kelly,Manager
EMP000570,Elizabeth Mendez,Female,33,,Some College,14/09/2020,,Store Operations,Cashier,Entry,Seasonal,10193.02,Los Angeles,34.0522,-118.2437,STR036,EMP001224,Raymond Quinn,Manager
EMP000571,Casey Hernandez,Male,49,,High School,13/01/2021,,Store Operations,Shift Supervisor,Supervisor,Part-time,30751.09,Detroit,42.3314,-83.0458,STR112,EMP001447,Sonya Jackson,Manager
EMP000572,Lisa Perry,Female,24,,Some College,25/02/2018,,Store Operations,Cashier,Entry,Full-time,29836.53,San Antonio,29.4241,-98.4936,STR089,EMP001680,Zachary Santiago,Manager
EMP000573,Kaitlin Medina,Male,43,,Master's,14/04/2021,,Store Operations,Cashier,Entry,Full-time,25965.43,Seattle,47.6062,-122.3321,STR033,EMP002163,Mr. William Ward,Manager
EMP000574,Colleen Wright,Male,38,,Bachelor's,11/11/2017,25/03/2024,Store Operations,Sales Associate,Associate,Part-time,21279.02,Memphis,35.1495,-90.049,STR114,EMP002712,Scott Meza,Senior Manager
EMP000575,Shelley Miller,Male,24,,High School,26/12/2018,,Store Operations,Sales Associate,Associate,Full-time,38348.36,Charlotte,35.2271,-80.8431,STR140,EMP002493,Eric Williams,Manager
EMP000576,Michael Miller,Male,34,,Bachelor's,31/03/2012,,Store Operations,Sales Associate,Associate,Full-time,39394.25,Louisville,38.2527,-85.7585,STR062,EMP001131,Michelle Walls,Executive
EMP000577,Amy Kelley,Female,49,,Some College,18/10/2015,,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,22323.66,Seattle,47.6062,-122.3321,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000578,Laura Hernandez,Female,38,,High School,07/04/2019,,Store Operations,Sales Associate,Associate,Full-time,39119.05,Las Vegas,36.1699,-115.1398,STR075,EMP002456,Jennifer Moore,Executive
EMP000579,Joseph Wilson,Male,32,,Some College,29/12/2019,,Store Operations,Cashier,Entry,Full-time,26921.16,Denver,39.7392,-104.9903,STR113,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000580,Kevin Davis,Male,27,,High School,17/07/2020,,Store Operations,Cashier,Entry,Full-time,24582.44,Dallas,32.7767,-96.797,STR138,EMP002436,Miranda Murray,Senior Manager
EMP000581,Rhonda Chavez,Female,31,,Some College,24/09/2021,,Store Operations,Cashier,Entry,Full-time,26591.36,San Diego,32.7157,-117.1611,STR064,EMP002585,Kara Rogers,Senior Manager
EMP000582,Joyce Brown,Female,38,,Master's,08/07/2020,,Store Operations,Sales Associate,Associate,Part-time,23856.23,Denver,39.7392,-104.9903,STR138,EMP002684,David James,Senior Manager
EMP000583,Robert Cummings,Male,28,,High School,12/12/2021,15/01/2024,Store Operations,Cashier,Entry,Full-time,26926.18,Houston,29.7604,-95.3698,STR122,EMP000767,Tamara Riddle,Manager
EMP000584,Robert Reese,Male,28,,Bachelor's,07/08/2016,25/10/2023,Store Operations,Cashier,Entry,Full-time,25287.52,Fort Worth,32.7555,-97.3308,STR140,EMP000053,Rebecca Valencia,Manager
EMP000585,Amber Cooper,Female,34,,High School,28/01/2019,,Store Operations,Cashier,Entry,Part-time,17000.41,Nashville,36.1627,-86.7816,STR077,EMP000121,Jamie Walton,Manager
EMP000586,Zachary Michael,Male,21,,Master's,10/01/2021,,Store Operations,Sales Associate,Associate,Seasonal,12352.7,Nashville,36.1627,-86.7816,STR061,EMP000240,Briana Murray,Manager
EMP000587,Timothy Johnson,Male,32,,Bachelor's,16/12/2019,19/11/2022,Store Operations,Cashier,Entry,Full-time,22758.63,Nashville,36.1627,-86.7816,STR030,EMP000520,Michael Johnson,Manager
EMP000588,Randy Cannon,Male,40,,Bachelor's,09/01/2019,25/11/2020,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,36933.2,Denver,39.7392,-104.9903,STR052,EMP001026,Brandon Kelly,Manager
EMP000589,Maria Fisher,Female,24,,High School,23/07/2021,,Store Operations,Sales Associate,Associate,Part-time,17721.93,Detroit,42.3314,-83.0458,STR118,EMP001224,Raymond Quinn,Manager
EMP000590,Janet Kane DVM,Male,22,,Bachelor's,07/09/2020,31/03/2023,Store Operations,Cashier,Entry,Seasonal,9407.61,Louisville,38.2527,-85.7585,STR120,EMP001447,Sonya Jackson,Manager
EMP000591,Michael Stanley,Male,21,,Bachelor's,03/02/2021,,Store Operations,Cashier,Entry,Full-time,23388.27,Nashville,36.1627,-86.7816,STR128,EMP001680,Zachary Santiago,Manager
EMP000592,Martha Bailey,Female,34,,Some College,23/12/2018,19/11/2023,Store Operations,Cashier,Entry,Seasonal,11363.5,Louisville,38.2527,-85.7585,STR085,EMP002163,Mr. William Ward,Manager
EMP000593,Joshua Rice,Female,42,,Bachelor's,20/12/2016,20/11/2022,Store Operations,Sales Associate,Associate,Part-time,18109.54,Memphis,35.1495,-90.049,STR037,EMP002493,Eric Williams,Manager
EMP000594,Courtney Smith,Female,27,,Master's,19/10/2020,,Store Operations,Cashier,Entry,Full-time,25456.67,Jacksonville,30.3322,-81.6557,STR106,EMP000520,Michael Johnson,Manager
EMP000595,Edwin Nunez,Male,42,,Some College,27/09/2020,,Store Operations,Sales Associate,Associate,Part-time,23256.88,Detroit,42.3314,-83.0458,STR058,EMP001131,Michelle Walls,Executive
EMP000596,Kim Morrow,Male,25,,Some College,09/11/2020,,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,25265.65,Fort Worth,32.7555,-97.3308,STR067,EMP002456,Jennifer Moore,Executive
EMP000597,Gregory Hill,Male,37,,Bachelor's,17/09/2017,,Store Operations,Cashier,Entry,Full-time,28675.58,Philadelphia,39.9526,-75.1652,STR084,EMP000529,Melissa Bishop,Senior Manager
EMP000598,Molly Rodriguez,Male,38,,High School,21/02/2019,,Store Operations,Sales Associate,Associate,Full-time,30067.84,Houston,29.7604,-95.3698,STR148,EMP001305,Tina Walter,Senior Manager
EMP000599,Jennifer Miranda,Male,25,,High School,12/09/2021,,Store Operations,Sales Associate,Associate,Part-time,18184.48,Fort Worth,32.7555,-97.3308,STR095,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000600,Alexis Harris,Male,35,,High School,24/03/2020,,Store Operations,Cashier,Entry,Part-time,13445.21,Austin,30.2672,-97.7431,STR081,EMP002436,Miranda Murray,Senior Manager
EMP000601,Andrew Harper,Male,36,,Bachelor's,29/10/2020,,Store Operations,Cashier,Entry,Full-time,23689.35,San Jose,37.3382,-121.8863,STR115,EMP002585,Kara Rogers,Senior Manager
EMP000602,Amber Yang,Female,36,,Bachelor's,24/02/2020,,Store Operations,Cashier,Entry,Full-time,24785.9,Houston,29.7604,-95.3698,STR129,EMP002684,David James,Senior Manager
EMP000603,David Robinson,Male,31,,High School,27/09/2020,,Store Operations,Sales Associate,Associate,Part-time,18074.48,Phoenix,33.4484,-112.074,STR048,EMP002712,Scott Meza,Senior Manager
EMP000604,Amy Gordon,Female,25,,Some College,25/03/2017,,Store Operations,Sales Associate,Associate,Full-time,29064.43,Los Angeles,34.0522,-118.2437,STR062,EMP000053,Rebecca Valencia,Manager
EMP000605,Robert Dennis,Male,26,,High School,26/01/2016,19/04/2017,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,22085.72,Chicago,41.8781,-87.6298,STR088,EMP000121,Jamie Walton,Manager
EMP000606,Kyle Chambers,Male,30,,Bachelor's,01/08/2020,,Store Operations,Cashier,Entry,Full-time,26607.79,Dallas,32.7767,-96.797,STR069,EMP000240,Briana Murray,Manager
EMP000607,Eric Thomas,Male,32,,High School,07/08/2016,,Store Operations,Shift Supervisor,Supervisor,Full-time,45714.01,Columbus,39.9612,-82.9988,STR070,EMP000767,Tamara Riddle,Manager
EMP000608,Connie Turner,Male,29,,Master's,09/12/2019,,Store Operations,Cashier,Entry,Full-time,25642.7,Boston,42.3601,-71.0589,STR051,EMP001026,Brandon Kelly,Manager
EMP000609,Travis Hobbs,Male,30,,Bachelor's,30/03/2020,,Store Operations,Sales Associate,Associate,Full-time,34041.01,Los Angeles,34.0522,-118.2437,STR034,EMP001224,Raymond Quinn,Manager
EMP000610,Lori Simmons,Male,22,,Some College,12/02/2021,,Store Operations,Cashier,Entry,Full-time,28903.95,Austin,30.2672,-97.7431,STR028,EMP001447,Sonya Jackson,Manager
EMP000611,William David DDS,Male,34,,Bachelor's,03/11/2019,,Store Operations,Cashier,Entry,Part-time,13435.87,Boston,42.3601,-71.0589,STR010,EMP001680,Zachary Santiago,Manager
EMP000612,Emma Butler,Female,23,,Some College,20/11/2021,,Store Operations,Cashier,Entry,Part-time,17996.46,Louisville,38.2527,-85.7585,STR129,EMP002163,Mr. William Ward,Manager
EMP000613,James Webster,Male,40,,Master's,10/02/2016,,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,44418.51,Portland,45.5152,-122.6784,STR032,EMP002493,Eric Williams,Manager
EMP000614,Samuel Turner,Male,39,,High School,21/10/2017,27/02/2019,Store Operations,Sales Associate,Associate,Seasonal,11592.44,Baltimore,39.2904,-76.6122,STR147,EMP002827,Amanda Wright,Manager
EMP000615,Renee Melendez,Male,45,,High School,04/01/2019,09/08/2024,Store Operations,Cashier,Entry,Part-time,18441.47,Denver,39.7392,-104.9903,STR070,EMP001131,Michelle Walls,Executive
EMP000616,Tracy Grant,Female,38,,Bachelor's,26/12/2019,,Store Operations,Cashier,Entry,Full-time,31208.72,Louisville,38.2527,-85.7585,STR128,EMP002456,Jennifer Moore,Executive
EMP000617,David Harris,Male,31,,High School,18/03/2021,27/08/2023,Store Operations,Cashier,Entry,Full-time,22610.78,Las Vegas,36.1699,-115.1398,STR077,EMP000529,Melissa Bishop,Senior Manager
EMP000618,Tammy Boone,Male,24,,Master's,08/04/2021,19/05/2023,Store Operations,Cashier,Entry,Full-time,24768.78,San Jose,37.3382,-121.8863,STR105,EMP001305,Tina Walter,Senior Manager
EMP000619,Nathaniel Lee,Male,32,,Bachelor's,24/08/2019,26/12/2023,Store Operations,Cashier,Entry,Seasonal,12024.81,Boston,42.3601,-71.0589,STR054,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000620,Michael Morrison,Male,40,,Bachelor's,07/06/2021,,Store Operations,Shift Supervisor,Supervisor,Full-time,55468.67,Nashville,36.1627,-86.7816,STR086,EMP002436,Miranda Murray,Senior Manager
EMP000621,Chelsea Gill,Female,24,,Bachelor's,03/12/2018,,Store Operations,Cashier,Entry,Full-time,23845.21,Baltimore,39.2904,-76.6122,STR048,EMP002585,Kara Rogers,Senior Manager
EMP000622,Kristin Mendoza,Male,44,,Some College,04/04/2020,,Store Operations,Cashier,Entry,Full-time,24093.49,Nashville,36.1627,-86.7816,STR102,EMP002684,David James,Senior Manager
EMP000623,Felicia Krueger,Female,27,,Bachelor's,28/02/2020,03/01/2023,Store Operations,Cashier,Entry,Full-time,25704.72,Denver,39.7392,-104.9903,STR142,EMP002712,Scott Meza,Senior Manager
EMP000624,Timothy Hayden,Male,30,,Bachelor's,27/08/2021,09/06/2024,Store Operations,Cashier,Entry,Part-time,16107.14,Seattle,47.6062,-122.3321,STR043,EMP000053,Rebecca Valencia,Manager
EMP000625,Zachary Mendoza,Male,22,,Master's,21/12/2020,,Store Operations,Sales Associate,Associate,Full-time,35419.06,Detroit,42.3314,-83.0458,STR015,EMP000121,Jamie Walton,Manager
EMP000626,Larry Harris,Male,25,,Some College,07/01/2021,,Store Operations,Sales Associate,Associate,Full-time,32426.96,Baltimore,39.2904,-76.6122,STR075,EMP000240,Briana Murray,Manager
EMP000627,Kristen Rowe,Male,39,,High School,21/01/2018,23/08/2024,Store Operations,Sales Associate,Associate,Part-time,20130.25,Charlotte,35.2271,-80.8431,STR008,EMP000520,Michael Johnson,Manager
EMP000628,Joseph Howard,Male,33,,Bachelor's,30/05/2019,10/03/2023,Store Operations,Sales Associate,Associate,Part-time,22181.79,Austin,30.2672,-97.7431,STR049,EMP000767,Tamara Riddle,Manager
EMP000629,Jose Crawford,Male,26,,Some College,19/12/2020,,Store Operations,Cashier,Entry,Full-time,22366.83,Los Angeles,34.0522,-118.2437,STR131,EMP001026,Brandon Kelly,Manager
EMP000630,William Harrison,Male,40,,Master's,15/12/2021,,Store Operations,Sales Associate,Associate,Full-time,31029.24,Nashville,36.1627,-86.7816,STR038,EMP001224,Raymond Quinn,Manager
EMP000631,Suzanne Wood,Male,29,,Some College,30/11/2021,,Store Operations,Sales Associate,Associate,Full-time,36560.2,Fort Worth,32.7555,-97.3308,STR010,EMP001447,Sonya Jackson,Manager
EMP000632,Justin Walker,Male,54,,Master's,16/01/2018,,Store Operations,Cashier,Entry,Full-time,30952.07,Dallas,32.7767,-96.797,STR025,EMP000053,Rebecca Valencia,Manager
EMP000633,Dean Donovan,Male,31,,High School,20/02/2019,,Store Operations,Sales Associate,Associate,Full-time,34140.13,Detroit,42.3314,-83.0458,STR069,EMP001680,Zachary Santiago,Manager
